Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment,predicted_ltv,last_purchase_date,churned,churn_probability,action_code,action_label,action
12379.0,82,2,777.24,2,2,3,223,0,At Risk,269.4293973070648,2011-09-19 10:09:00,0,0.44892663,nurture,🟢 Nurture,🟢 Nurture
12380.0,22,4,2427.81,4,4,5,445,0,At Risk,910.304774536357,2011-11-18 11:27:00,0,0.084673926,nurture,🟢 Nurture,🟢 Nurture
12381.0,5,3,1474.81,5,3,4,534,0,At Risk,343.29260999762244,2011-12-05 12:44:00,0,0.36890924,nurture,🟢 Nurture,🟢 Nurture
12383.0,185,5,1628.56,1,4,4,144,1,Hibernating,283.67893475958346,2011-06-08 08:02:00,1,0.8311047,retain,🔴 Retain Immediately,🔴 Retain Immediately
12384.0,29,2,425.27000000000004,4,2,2,422,0,At Risk,209.91389233793382,2011-11-11 08:39:00,0,0.110281475,nurture,🟢 Nurture,🟢 Nurture
12386.0,338,2,401.9,1,2,2,122,1,Hibernating,54.87420026294506,2011-01-06 12:37:00,1,0.8408827,let_go,⚪ Let Go,⚪ Let Go
12388.0,16,6,2780.66,4,5,5,455,0,At Risk,647.1556436656897,2011-11-24 12:30:00,0,0.11644254,nurture,🟢 Nurture,🟢 Nurture
12390.0,80,1,504.84000000000003,2,1,3,213,0,At Risk,0.0,2011-09-21 09:33:00,0,0.6685883,let_go,⚪ Let Go,⚪ Let Go
12391.0,22,1,439.66,4,1,2,412,0,At Risk,0.0,2011-11-18 12:07:00,0,0.64429915,let_go,⚪ Let Go,⚪ Let Go
12393.0,72,4,1582.6000000000001,3,4,4,344,0,At Risk,326.70547930737035,2011-09-28 15:41:00,0,0.38128576,nurture,🟢 Nurture,🟢 Nurture
12394.0,64,2,1080.48,3,2,4,324,0,At Risk,437.97364316739083,2011-10-07 08:08:00,0,0.47450298,nurture,🟢 Nurture,🟢 Nurture
12395.0,19,12,2682.63,4,5,5,455,0,At Risk,549.4784091531292,2011-11-20 15:21:00,0,0.089593746,nurture,🟢 Nurture,🟢 Nurture
12397.0,36,2,2214.9,3,2,5,325,0,At Risk,986.4282106605,2011-11-04 09:52:00,0,0.119902894,nurture,🟢 Nurture,🟢 Nurture
12398.0,46,1,1435.66,3,1,4,314,0,At Risk,0.0,2011-10-25 10:27:00,0,0.7361444,let_go,⚪ Let Go,⚪ Let Go
12399.0,119,4,1033.65,2,4,4,244,0,At Risk,275.9110951497902,2011-08-12 13:15:00,1,0.2611766,nurture,🟢 Nurture,🟢 Nurture
12401.0,303,1,69.3,1,1,1,111,1,Hibernating,0.0,2011-02-09 13:50:00,1,0.8278831,let_go,⚪ Let Go,⚪ Let Go
12402.0,323,1,195.6,1,1,1,111,1,Hibernating,0.0,2011-01-20 13:49:00,1,0.7252728,let_go,⚪ Let Go,⚪ Let Go
12403.0,50,1,391.7,3,1,2,312,0,At Risk,0.0,2011-10-21 10:51:00,0,0.6658681,let_go,⚪ Let Go,⚪ Let Go
12405.0,149,1,1390.39,2,1,4,214,1,Hibernating,0.0,2011-07-14 08:52:00,1,0.74830544,let_go,⚪ Let Go,⚪ Let Go
12406.0,22,2,3415.3,4,2,5,425,0,At Risk,1243.392074447038,2011-11-17 19:22:00,0,0.18165667,nurture,🟢 Nurture,🟢 Nurture
12407.0,50,5,1507.1200000000001,3,4,4,344,0,At Risk,444.01970257057303,2011-10-21 10:11:00,0,0.12509546,nurture,🟢 Nurture,🟢 Nurture
12408.0,33,5,2618.55,4,4,5,445,0,At Risk,673.6479271606488,2011-11-07 12:27:00,0,0.091867656,nurture,🟢 Nurture,🟢 Nurture
12409.0,79,3,11072.67,2,3,5,235,0,At Risk,2625.9620494473897,2011-09-22 10:38:00,0,0.09288345,nurture,🟢 Nurture,🟢 Nurture
12410.0,309,2,533.33,1,2,3,123,1,Hibernating,0.0,2011-02-04 10:39:00,1,0.6685883,let_go,⚪ Let Go,⚪ Let Go
12412.0,75,3,1142.88,2,3,4,234,0,At Risk,383.4970848921779,2011-09-26 10:16:00,0,0.25196213,nurture,🟢 Nurture,🟢 Nurture
12413.0,67,3,686.1,3,3,3,333,0,At Risk,82.83543375032019,2011-10-04 09:00:00,0,0.59796846,let_go,⚪ Let Go,⚪ Let Go
12414.0,217,3,442.41,1,3,2,132,1,Hibernating,112.26807255908986,2011-05-06 14:51:00,1,0.5657699,let_go,⚪ Let Go,⚪ Let Go
12415.0,24,20,124564.53,4,5,5,455,2,Champions,29214.09010796628,2011-11-15 14:22:00,0,0.0119413175,nurture,🟢 Nurture,🟢 Nurture
12417.0,3,9,3226.1,5,5,5,555,0,At Risk,721.0465750966022,2011-12-06 14:52:00,0,0.07723974,nurture,🟢 Nurture,🟢 Nurture
12418.0,113,1,668.58,2,1,3,213,0,At Risk,0.0,2011-08-19 11:08:00,1,0.62328583,let_go,⚪ Let Go,⚪ Let Go
12420.0,64,1,600.39,3,1,3,313,0,At Risk,0.0,2011-10-07 08:55:00,0,0.69083667,let_go,⚪ Let Go,⚪ Let Go
12421.0,16,4,639.04,4,4,3,443,0,At Risk,154.73129911101944,2011-11-24 09:07:00,0,0.2680767,monitor,🔵 Monitor,🔵 Monitor
12422.0,96,3,683.5600000000001,2,3,3,233,0,At Risk,145.64524451563653,2011-09-05 09:48:00,1,0.5979983,let_go,⚪ Let Go,⚪ Let Go
12423.0,1,8,1634.31,5,5,4,554,0,At Risk,358.17442171100026,2011-12-09 10:10:00,0,0.04997935,nurture,🟢 Nurture,🟢 Nurture
12424.0,163,2,1760.96,2,2,4,224,1,Hibernating,0.0,2011-06-30 12:06:00,1,0.7568346,let_go,⚪ Let Go,⚪ Let Go
12425.0,78,1,777.2,2,1,3,213,0,At Risk,0.0,2011-09-22 17:31:00,0,0.5714547,let_go,⚪ Let Go,⚪ Let Go
12426.0,195,1,510.73,1,1,3,113,1,Hibernating,0.0,2011-05-29 12:26:00,1,0.6685883,let_go,⚪ Let Go,⚪ Let Go
12427.0,22,3,699.8,4,3,3,433,0,At Risk,130.18963644010796,2011-11-18 08:56:00,0,0.6029101,let_go,⚪ Let Go,⚪ Let Go
12428.0,26,8,6405.26,4,5,5,455,0,At Risk,610.8775929405313,2011-11-14 08:22:00,0,0.063241385,nurture,🟢 Nurture,🟢 Nurture
12429.0,9,4,3388.4,5,4,5,545,0,At Risk,601.0629355831325,2011-11-30 17:22:00,0,0.23635697,nurture,🟢 Nurture,🟢 Nurture
12430.0,43,1,216.4,3,1,1,311,0,At Risk,0.0,2011-10-27 15:09:00,0,0.7233779,let_go,⚪ Let Go,⚪ Let Go
12431.0,36,15,6314.95,3,5,5,355,3,Loyal Customers,1353.9242520717241,2011-11-04 11:55:00,0,0.021910321,nurture,🟢 Nurture,🟢 Nurture
12432.0,43,4,4359.32,3,4,5,345,0,At Risk,762.5890065073909,2011-10-28 11:43:00,0,0.12175398,nurture,🟢 Nurture,🟢 Nurture
12433.0,1,7,13375.87,5,5,5,555,0,At Risk,2786.777220008671,2011-12-09 10:02:00,0,0.03424294,nurture,🟢 Nurture,🟢 Nurture
12434.0,85,2,806.14,2,2,3,223,0,At Risk,266.84030253855497,2011-09-16 12:38:00,0,0.50326437,retain,🔴 Retain Immediately,🔴 Retain Immediately
12435.0,80,2,7829.89,2,2,5,225,0,At Risk,1918.6729427352554,2011-09-21 09:06:00,0,0.12932825,nurture,🟢 Nurture,🟢 Nurture
12436.0,100,1,429.01000000000005,2,1,2,212,0,At Risk,0.0,2011-09-01 12:09:00,1,0.64429915,let_go,⚪ Let Go,⚪ Let Go
12437.0,2,18,4447.41,5,5,5,555,3,Loyal Customers,1038.8288348414283,2011-12-08 11:35:00,0,0.04248092,nurture,🟢 Nurture,🟢 Nurture
12438.0,14,2,2466.85,5,2,5,525,0,At Risk,1469.0284806907366,2011-11-25 13:28:00,0,0.051012468,nurture,🟢 Nurture,🟢 Nurture
12441.0,367,1,155.55,1,1,1,111,1,Hibernating,0.0,2010-12-08 10:45:00,1,0.7986125,let_go,⚪ Let Go,⚪ Let Go
12442.0,3,1,144.06,5,1,1,511,0,At Risk,0.0,2011-12-06 14:22:00,0,0.79090285,let_go,⚪ Let Go,⚪ Let Go
12444.0,21,5,4085.46,4,4,5,445,0,At Risk,1104.4107872923173,2011-11-18 13:23:00,0,0.14529999,nurture,🟢 Nurture,🟢 Nurture
12445.0,22,1,77.4,4,1,1,411,0,At Risk,0.0,2011-11-17 18:43:00,0,0.7589021,let_go,⚪ Let Go,⚪ Let Go
12446.0,58,1,1002.3100000000001,3,1,4,314,0,At Risk,0.0,2011-10-13 12:50:00,0,0.61455697,let_go,⚪ Let Go,⚪ Let Go
12447.0,243,1,431.49,1,1,2,112,1,Hibernating,0.0,2011-04-10 13:25:00,1,0.64429915,let_go,⚪ Let Go,⚪ Let Go
12448.0,44,1,365.45,3,1,2,312,0,At Risk,0.0,2011-10-26 13:46:00,0,0.6658681,let_go,⚪ Let Go,⚪ Let Go
12449.0,22,4,3596.29,4,4,5,445,0,At Risk,1366.3640612271417,2011-11-17 13:46:00,0,0.13225186,nurture,🟢 Nurture,🟢 Nurture
12450.0,156,2,197.88,2,2,1,221,1,Hibernating,72.28337624204326,2011-07-06 14:41:00,1,0.7056427,let_go,⚪ Let Go,⚪ Let Go
12451.0,11,5,8995.52,5,4,5,545,0,At Risk,1727.8873330112813,2011-11-29 08:40:00,0,0.06591699,nurture,🟢 Nurture,🟢 Nurture
12452.0,17,1,348.57,4,1,2,412,0,At Risk,0.0,2011-11-23 08:05:00,0,0.70767343,let_go,⚪ Let Go,⚪ Let Go
12453.0,134,1,707.09,2,1,3,213,0,At Risk,0.0,2011-07-28 14:08:00,1,0.6470802,let_go,⚪ Let Go,⚪ Let Go
12454.0,56,1,3528.34,3,1,5,315,0,At Risk,0.0,2011-10-14 17:13:00,0,0.616083,let_go,⚪ Let Go,⚪ Let Go
12455.0,73,5,2339.86,2,4,5,245,0,At Risk,203.44104079300237,2011-09-27 15:31:00,0,0.48130572,nurture,🟢 Nurture,🟢 Nurture
12456.0,44,3,2581.04,3,3,5,335,0,At Risk,728.7393982021268,2011-10-26 14:41:00,0,0.26546696,nurture,🟢 Nurture,🟢 Nurture
12457.0,66,6,2043.23,3,5,5,355,0,At Risk,543.8135190243336,2011-10-04 13:13:00,0,0.07407746,nurture,🟢 Nurture,🟢 Nurture
12458.0,71,2,787.4,3,2,3,323,0,At Risk,202.14464354757837,2011-09-29 15:25:00,0,0.6237314,retain,🔴 Retain Immediately,🔴 Retain Immediately
12461.0,155,1,626.88,2,1,3,213,1,Hibernating,0.0,2011-07-08 10:23:00,1,0.62328583,let_go,⚪ Let Go,⚪ Let Go
12462.0,19,2,937.59,4,2,4,424,0,At Risk,154.26295112298973,2011-11-21 09:11:00,0,0.7783563,let_go,⚪ Let Go,⚪ Let Go
12463.0,53,4,1200.78,3,4,4,344,0,At Risk,344.73743816935576,2011-10-17 13:44:00,0,0.15278874,nurture,🟢 Nurture,🟢 Nurture
12464.0,10,8,957.05,5,5,4,554,0,At Risk,224.4663903719682,2011-11-29 13:33:00,0,0.1251707,nurture,🟢 Nurture,🟢 Nurture
12465.0,17,2,682.1899999999999,4,2,3,423,0,At Risk,203.34449298207983,2011-11-22 16:34:00,0,0.59799975,retain,🔴 Retain Immediately,🔴 Retain Immediately
12468.0,188,2,657.54,1,2,3,123,1,Hibernating,203.8997138064963,2011-06-05 11:36:00,1,0.59799975,retain,🔴 Retain Immediately,🔴 Retain Immediately
12471.0,2,27,17388.649999999998,5,5,5,555,3,Loyal Customers,3545.2957812807635,2011-12-07 15:43:00,0,0.010384795,nurture,🟢 Nurture,🟢 Nurture
12472.0,32,7,6068.11,4,5,5,455,0,At Risk,1096.8046720494424,2011-11-07 14:01:00,0,0.054938626,nurture,🟢 Nurture,🟢 Nurture
12473.0,54,3,2585.73,3,3,5,335,0,At Risk,1035.032255099403,2011-10-17 11:27:00,0,0.12040563,nurture,🟢 Nurture,🟢 Nurture
12474.0,17,18,6694.09,4,5,5,455,3,Loyal Customers,1638.84073922418,2011-11-22 14:39:00,0,0.03792112,nurture,🟢 Nurture,🟢 Nurture
12475.0,54,1,669.38,3,1,3,313,0,At Risk,0.0,2011-10-17 10:10:00,0,0.62328583,let_go,⚪ Let Go,⚪ Let Go
12476.0,16,11,5898.42,4,5,5,455,0,At Risk,1405.2036828514217,2011-11-24 12:40:00,0,0.06290643,nurture,🟢 Nurture,🟢 Nurture
12477.0,23,6,13219.74,4,5,5,455,0,At Risk,3212.8446362248437,2011-11-17 09:51:00,0,0.0413228,nurture,🟢 Nurture,🟢 Nurture
12478.0,4,1,545.99,5,1,3,513,0,At Risk,0.0,2011-12-06 09:56:00,0,0.6685883,let_go,⚪ Let Go,⚪ Let Go
12479.0,11,1,473.2,5,1,2,512,0,At Risk,0.0,2011-11-28 13:26:00,0,0.6685883,let_go,⚪ Let Go,⚪ Let Go
12480.0,28,4,2885.63,4,4,5,445,0,At Risk,616.8504598664008,2011-11-11 14:52:00,0,0.48699299,nurture,🟢 Nurture,🟢 Nurture
12481.0,23,10,5003.82,4,5,5,455,0,At Risk,1169.7358280200428,2011-11-17 08:29:00,0,0.047132894,nurture,🟢 Nurture,🟢 Nurture
12483.0,17,8,1910.98,4,5,4,454,0,At Risk,403.05545854683965,2011-11-22 17:02:00,0,0.042658944,nurture,🟢 Nurture,🟢 Nurture
12484.0,35,4,3939.32,3,4,5,345,0,At Risk,838.6448221035067,2011-11-04 15:18:00,0,0.11143657,nurture,🟢 Nurture,🟢 Nurture
12488.0,10,3,1244.66,5,3,4,534,0,At Risk,747.2665629376534,2011-11-30 08:50:00,0,0.024513477,nurture,🟢 Nurture,🟢 Nurture
12489.0,336,1,298.93,1,1,2,112,1,Hibernating,0.0,2011-01-07 13:13:00,1,0.74204737,let_go,⚪ Let Go,⚪ Let Go
12490.0,5,10,4859.93,5,5,5,555,0,At Risk,1062.0110843303728,2011-12-04 16:07:00,0,0.078672014,nurture,🟢 Nurture,🟢 Nurture
12491.0,39,1,424.40000000000003,3,1,2,312,0,At Risk,0.0,2011-11-01 12:18:00,0,0.64429915,let_go,⚪ Let Go,⚪ Let Go
12492.0,63,2,227.21,3,2,1,321,0,At Risk,132.7175495888513,2011-10-07 15:15:00,0,0.24323852,monitor,🔵 Monitor,🔵 Monitor
12493.0,166,2,379.74,2,2,2,222,1,Hibernating,121.39081815262756,2011-06-27 10:17:00,1,0.5789752,let_go,⚪ Let Go,⚪ Let Go
12494.0,16,7,1084.1000000000001,4,5,4,454,0,At Risk,255.2930275457387,2011-11-24 09:34:00,0,0.052824818,nurture,🟢 Nurture,🟢 Nurture
12497.0,82,1,953.1,2,1,4,214,0,At Risk,0.0,2011-09-19 12:29:00,0,0.6219095,let_go,⚪ Let Go,⚪ Let Go
12498.0,21,3,349.70000000000005,4,3,2,432,0,At Risk,236.43097941434547,2011-11-18 12:53:00,0,0.10679123,nurture,🟢 Nurture,🟢 Nurture
12500.0,23,11,4059.82,4,5,5,455,0,At Risk,959.765769302023,2011-11-16 16:20:00,0,0.07313538,nurture,🟢 Nurture,🟢 Nurture
12501.0,337,1,2025.39,1,1,4,114,1,Hibernating,0.0,2011-01-07 12:28:00,1,0.77879804,let_go,⚪ Let Go,⚪ Let Go
12502.0,96,5,2995.87,2,4,5,245,0,At Risk,740.0164587589168,2011-09-05 11:52:00,1,0.46891606,nurture,🟢 Nurture,🟢 Nurture
12504.0,18,2,428.04999999999995,4,2,2,422,0,At Risk,86.44582601681668,2011-11-21 16:02:00,0,0.6873845,let_go,⚪ Let Go,⚪ Let Go
12506.0,233,1,73.5,1,1,1,111,1,Hibernating,0.0,2011-04-21 08:54:00,1,0.76284915,let_go,⚪ Let Go,⚪ Let Go
12507.0,134,3,1052.81,2,3,4,234,0,At Risk,243.0786406105429,2011-07-28 17:09:00,1,0.43516135,nurture,🟢 Nurture,🟢 Nurture
12508.0,26,2,397.88,4,2,2,422,0,At Risk,306.62010757474616,2011-11-13 15:37:00,0,0.10977948,nurture,🟢 Nurture,🟢 Nurture
12509.0,284,1,158.5,1,1,1,111,1,Hibernating,0.0,2011-02-28 14:45:00,1,0.7986125,let_go,⚪ Let Go,⚪ Let Go
12510.0,143,2,814.5699999999999,2,2,3,223,0,At Risk,92.24294713863247,2011-07-20 10:15:00,1,0.80696005,let_go,⚪ Let Go,⚪ Let Go
12512.0,66,2,132.18,3,2,1,321,0,At Risk,0.0,2011-10-04 14:55:00,0,0.79418945,let_go,⚪ Let Go,⚪ Let Go
12513.0,113,1,558.29,2,1,3,213,0,At Risk,0.0,2011-08-19 10:51:00,1,0.69083667,let_go,⚪ Let Go,⚪ Let Go
12514.0,267,1,1017.68,1,1,4,114,1,Hibernating,0.0,2011-03-17 16:38:00,1,0.61455697,let_go,⚪ Let Go,⚪ Let Go
12515.0,353,1,278.7,1,1,2,112,1,Hibernating,0.0,2010-12-21 15:43:00,1,0.6907499,let_go,⚪ Let Go,⚪ Let Go
12516.0,78,2,1186.06,2,2,4,224,0,At Risk,463.2967562928957,2011-09-23 09:13:00,0,0.3643079,nurture,🟢 Nurture,🟢 Nurture
12517.0,28,4,2301.6,4,4,5,445,0,At Risk,740.6604741059389,2011-11-11 13:57:00,0,0.097696126,nurture,🟢 Nurture,🟢 Nurture
12518.0,1,5,1840.89,5,4,4,544,0,At Risk,1105.423677735167,2011-12-09 10:13:00,0,0.028782796,nurture,🟢 Nurture,🟢 Nurture
12519.0,64,1,276.84,3,1,2,312,0,At Risk,0.0,2011-10-07 09:26:00,0,0.6907499,let_go,⚪ Let Go,⚪ Let Go
12520.0,79,5,2346.2599999999998,2,4,5,245,0,At Risk,481.69137710980397,2011-09-21 15:23:00,0,0.1631922,nurture,🟢 Nurture,🟢 Nurture
12521.0,143,1,545.68,2,1,3,213,0,At Risk,0.0,2011-07-20 10:51:00,1,0.6685883,let_go,⚪ Let Go,⚪ Let Go
12522.0,39,2,156.72,3,2,1,321,0,At Risk,158.6568011450219,2011-10-31 15:30:00,0,0.093102425,nurture,🟢 Nurture,🟢 Nurture
12523.0,19,11,1699.77,4,5,4,454,0,At Risk,410.80970284496,2011-11-20 12:55:00,0,0.04374264,nurture,🟢 Nurture,🟢 Nurture
12524.0,9,8,3945.72,5,5,5,555,0,At Risk,958.3696241675274,2011-11-30 15:31:00,0,0.08280589,nurture,🟢 Nurture,🟢 Nurture
12526.0,1,3,1172.66,5,3,4,534,0,At Risk,632.5064484691615,2011-12-09 12:09:00,0,0.038187206,nurture,🟢 Nurture,🟢 Nurture
12527.0,82,3,330.71000000000004,2,3,2,232,0,At Risk,71.15960477364946,2011-09-19 11:55:00,0,0.591563,let_go,⚪ Let Go,⚪ Let Go
12528.0,9,6,1645.48,5,5,4,554,0,At Risk,346.1953077509071,2011-11-30 14:40:00,0,0.33931342,nurture,🟢 Nurture,🟢 Nurture
12530.0,60,4,1500.28,3,4,4,344,0,At Risk,336.613181092353,2011-10-11 12:34:00,0,0.19548424,nurture,🟢 Nurture,🟢 Nurture
12531.0,15,1,125.22,4,1,1,411,0,At Risk,0.0,2011-11-25 11:12:00,0,0.7570939,let_go,⚪ Let Go,⚪ Let Go
12532.0,30,1,313.83000000000004,4,1,2,412,0,At Risk,0.0,2011-11-09 13:47:00,0,0.74204737,let_go,⚪ Let Go,⚪ Let Go
12534.0,131,1,981.18,2,1,4,214,0,At Risk,0.0,2011-08-01 10:26:00,1,0.61455697,let_go,⚪ Let Go,⚪ Let Go
12535.0,92,2,716.35,2,2,3,223,0,At Risk,237.7761421358853,2011-09-09 08:48:00,1,0.48507467,nurture,🟢 Nurture,🟢 Nurture
12536.0,59,1,4279.71,3,1,5,315,0,At Risk,0.0,2011-10-11 14:52:00,0,0.4865645,monitor,🔵 Monitor,🔵 Monitor
12538.0,29,1,363.95,4,1,2,412,0,At Risk,0.0,2011-11-10 17:16:00,0,0.6658681,let_go,⚪ Let Go,⚪ Let Go
12539.0,22,4,5568.35,4,4,5,445,0,At Risk,1118.0158573812434,2011-11-17 13:30:00,0,0.12480929,nurture,🟢 Nurture,🟢 Nurture
12540.0,20,17,11580.24,4,5,5,455,3,Loyal Customers,2517.642092697663,2011-11-20 11:31:00,0,0.0051216776,nurture,🟢 Nurture,🟢 Nurture
12541.0,30,3,841.18,4,3,3,433,0,At Risk,207.50690141825945,2011-11-10 10:40:00,0,0.44763756,nurture,🟢 Nurture,🟢 Nurture
12544.0,36,1,316.7,3,1,2,312,0,At Risk,0.0,2011-11-03 16:15:00,0,0.74204737,let_go,⚪ Let Go,⚪ Let Go
12545.0,75,2,832.39,2,2,3,223,0,At Risk,149.28469638075723,2011-09-25 13:39:00,0,0.7484247,let_go,⚪ Let Go,⚪ Let Go
12546.0,47,2,1021.5,3,2,4,324,0,At Risk,474.6762580329879,2011-10-24 12:09:00,0,0.40901086,nurture,🟢 Nurture,🟢 Nurture
12547.0,198,2,151.79999999999998,1,2,1,121,1,Hibernating,11.479325089849748,2011-05-26 12:38:00,1,0.8093484,let_go,⚪ Let Go,⚪ Let Go
12548.0,166,1,67.19999999999999,2,1,1,211,1,Hibernating,0.0,2011-06-26 15:35:00,1,0.8278831,let_go,⚪ Let Go,⚪ Let Go
12550.0,79,1,824.83,2,1,3,213,0,At Risk,0.0,2011-09-21 14:35:00,0,0.64717555,let_go,⚪ Let Go,⚪ Let Go
12551.0,358,1,168.0,1,1,1,111,1,Hibernating,0.0,2010-12-17 11:23:00,1,0.7252728,let_go,⚪ Let Go,⚪ Let Go
12552.0,40,1,317.82,3,1,2,312,0,At Risk,0.0,2011-10-31 12:11:00,0,0.74204737,let_go,⚪ Let Go,⚪ Let Go
12553.0,8,10,3278.28,5,5,5,555,0,At Risk,698.498216577124,2011-12-01 16:38:00,0,0.035025243,nurture,🟢 Nurture,🟢 Nurture
12556.0,50,2,599.56,3,2,3,323,0,At Risk,239.1602309446647,2011-10-20 13:06:00,0,0.44446865,nurture,🟢 Nurture,🟢 Nurture
12557.0,16,5,11990.960000000001,4,4,5,445,0,At Risk,2856.3420174476405,2011-11-23 16:59:00,0,0.0413228,nurture,🟢 Nurture,🟢 Nurture
12558.0,8,1,269.96,5,1,2,512,0,At Risk,0.0,2011-12-02 10:41:00,0,0.6907499,let_go,⚪ Let Go,⚪ Let Go
12559.0,311,2,525.71,1,2,3,123,1,Hibernating,33.61989986774805,2011-02-02 09:49:00,1,0.7961575,let_go,⚪ Let Go,⚪ Let Go
12560.0,5,2,1918.01,5,2,4,524,0,At Risk,534.4260411425698,2011-12-04 13:54:00,0,0.4437016,nurture,🟢 Nurture,🟢 Nurture
12561.0,303,1,238.85,1,1,1,111,1,Hibernating,0.0,2011-02-10 11:39:00,1,0.7233779,let_go,⚪ Let Go,⚪ Let Go
12562.0,8,7,3385.7400000000002,5,5,5,555,0,At Risk,1259.0697669863234,2011-12-01 17:20:00,0,0.14347722,nurture,🟢 Nurture,🟢 Nurture
12564.0,261,1,402.9,1,1,2,112,1,Hibernating,0.0,2011-03-23 14:55:00,1,0.6658681,let_go,⚪ Let Go,⚪ Let Go
12565.0,289,1,145.92,1,1,1,111,1,Hibernating,0.0,2011-02-24 10:34:00,1,0.7604684,let_go,⚪ Let Go,⚪ Let Go
